LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Unit.Code,Unit,PowerCode.Code,PowerCode,Reference.Period.Code,Reference.Period,Value
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1976,IDX,Index,0,Units,2015_100,2015=100,17.19605
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1977,IDX,Index,0,Units,2015_100,2015=100,18.65605
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1978,IDX,Index,0,Units,2015_100,2015=100,19.8134
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1979,IDX,Index,0,Units,2015_100,2015=100,21.57774
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1980,IDX,Index,0,Units,2015_100,2015=100,23.8356
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1981,IDX,Index,0,Units,2015_100,2015=100,26.79206
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1982,IDX,Index,0,Units,2015_100,2015=100,30.55873
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1983,IDX,Index,0,Units,2015_100,2015=100,32.37393
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1984,IDX,Index,0,Units,2015_100,2015=100,33.70473
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1985,IDX,Index,0,Units,2015_100,2015=100,35.36122
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1986,IDX,Index,0,Units,2015_100,2015=100,37.77566
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1987,IDX,Index,0,Units,2015_100,2015=100,39.19072
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1988,IDX,Index,0,Units,2015_100,2015=100,40.81774
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1989,IDX,Index,0,Units,2015_100,2015=100,42.57149
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1990,IDX,Index,0,Units,2015_100,2015=100,44.85846
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1991,IDX,Index,0,Units,2015_100,2015=100,49.41064
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1992,IDX,Index,0,Units,2015_100,2015=100,51.23069
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1993,IDX,Index,0,Units,2015_100,2015=100,53.06839
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1994,IDX,Index,0,Units,2015_100,2015=100,55.12281
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1995,IDX,Index,0,Units,2015_100,2015=100,57.19464
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1996,IDX,Index,0,Units,2015_100,2015=100,59.11132
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1997,IDX,Index,0,Units,2015_100,2015=100,61.55359
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1998,IDX,Index,0,Units,2015_100,2015=100,63.51327
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,1999,IDX,Index,0,Units,2015_100,2015=100,64.92397
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2000,IDX,Index,0,Units,2015_100,2015=100,66.54488
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2001,IDX,Index,0,Units,2015_100,2015=100,68.26369
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2002,IDX,Index,0,Units,2015_100,2015=100,71.02615
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2003,IDX,Index,0,Units,2015_100,2015=100,74.14293
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2004,IDX,Index,0,Units,2015_100,2015=100,75.73695
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2005,IDX,Index,0,Units,2015_100,2015=100,77.24481
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2006,IDX,Index,0,Units,2015_100,2015=100,78.75611
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2007,IDX,Index,0,Units,2015_100,2015=100,80.97462
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2008,IDX,Index,0,Units,2015_100,2015=100,83.46961
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2009,IDX,Index,0,Units,2015_100,2015=100,85.85004
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2010,IDX,Index,0,Units,2015_100,2015=100,88.54869
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2011,IDX,Index,0,Units,2015_100,2015=100,91.51344
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2012,IDX,Index,0,Units,2015_100,2015=100,93.86191
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2013,IDX,Index,0,Units,2015_100,2015=100,95.54115
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2014,IDX,Index,0,Units,2015_100,2015=100,97.78898
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.9566
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,104.3947
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,107.456
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.8256
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,110.9818
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,112.6449
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,117.2408
CAN,Canada,CPGRLH01,CPI: Services less housing,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,121.3748
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,103.4159
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,106.497
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,111.3633
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,113.6294
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,113.787
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,116.466
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,120.721
CAN,Canada,CP020000,"CPI: 02 - Alcoholic beverages, tobacco and narcotics",IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,126.6796
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,99.56002
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,98.86319
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,99.77927
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,101.2498
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,99.35532
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,98.50159
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,99.69087
CAN,Canada,CP030000,CPI: 03 - Clothing and footwear,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,100.7034
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.4257
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,103.0126
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,104.9652
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,107.5575
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,109.1605
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,112.8918
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,120.2451
CAN,Canada,CP040000,"CPI: 04 - Housing, water, electricity, gas and other fuels",IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,127.7812
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,102.3208
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,102.4291
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,103.5793
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,104.8356
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,106.8565
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,111.0682
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,118.6712
CAN,Canada,CP050000,"CPI: 05 - Furnishings, household equipment and routine household maintenance",IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,119.6828
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.2899
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,103.1969
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,104.0651
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,105.264
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,106.8079
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,108.9682
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,111.9779
CAN,Canada,CP060000,CPI: 06 - Health,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,117.0629
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.338
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,105.6735
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,111.1116
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,112.2699
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,110.5401
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,120.4435
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,134.5891
CAN,Canada,CP070000,CPI: 07 - Transport,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,134.8849
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,99.96095
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,99.23885
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,99.04871
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,96.54376
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,91.01942
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,84.27531
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,82.01012
CAN,Canada,CP080000,CPI: 08 - Communication,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,76.80181
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.5461
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,103.5956
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,105.1611
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,107.9332
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,110.426
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,113.5426
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,118.2715
CAN,Canada,CP090000,CPI: 09 - Recreation and culture,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,122.3808
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,102.8562
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,105.4049
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,108.3182
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.8284
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,107.9815
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,110.2576
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,112.6344
CAN,Canada,CP100000,CPI: 10 - Education,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,115.7704
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,102.5343
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,105.3025
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,108.0981
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.4076
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,108.7096
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,111.2633
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,120.6866
CAN,Canada,CP110000,CPI: 11 - Restaurants and hotels,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,128.3103
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2015,IDX,Index,0,Units,2015_100,2015=100,100
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2016,IDX,Index,0,Units,2015_100,2015=100,101.6767
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2017,IDX,Index,0,Units,2015_100,2015=100,103.4284
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2018,IDX,Index,0,Units,2015_100,2015=100,105.5621
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2019,IDX,Index,0,Units,2015_100,2015=100,109.3947
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2020,IDX,Index,0,Units,2015_100,2015=100,113.4492
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2021,IDX,Index,0,Units,2015_100,2015=100,116.3457
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2022,IDX,Index,0,Units,2015_100,2015=100,122.1232
CAN,Canada,CP120000,CPI: 12 - Miscellaneous goods and services,IXOB,Index,A,Annual,2023,IDX,Index,0,Units,2015_100,2015=100,126.4153
